,Instrument,Name,Year_Month,Series,Data Points,Beta(J203),Beta(J200),Beta(J250),Beta(J257),Beta(J258)
58,J520,Industrials,2017-Q3,ICB Industry Index Series,60,0.6362499775329526,0.5044082483067619,0.7217097223593848,0.5531171694145297,0.1287061752540186
59,J530,Consumer Goods,2017-Q3,ICB Industry Index Series,60,0.8928895765288644,0.8638551917028365,0.9890987718995149,1.0249694269575589,0.1121983182227828
62,J540,Health Care,2017-Q3,ICB Industry Index Series,60,0.796585850726109,0.6547938651865183,0.9557423245054042,0.7913027981115865,0.10726514084775332
63,J550,Consumer Services,2017-Q3,ICB Industry Index Series,60,1.0043115501071809,0.9117313762449596,1.1661220597197026,1.0923151170240573,0.11127735186077801
65,J560,Telecommunication,2017-Q3,ICB Industry Index Series,60,0.7927108140017757,0.6713480774999113,0.7952274039327283,0.6693021084286171,0.2472246631158718
67,J580,Financials,2017-Q3,ICB Industry Index Series,60,0.7764852391307325,0.6275402541833699,0.9059841109569674,0.6523904842941242,0.1263567459747266
68,J590,Technology,2017-Q3,ICB Industry Index Series,60,0.5652502150051709,0.4628780860011229,0.618146281650778,0.4437644564722418,0.14565562275830293
145,J500,Oil & Gas,2017-Q4,ICB Industry Index Series,60,0.8614476712872067,0.8103054209510715,0.8157393977407783,0.7630535206605477,0.3950656205691867
146,J510,Basic Materials,2017-Q4,ICB Industry Index Series,60,1.3754881957188134,1.1804754187663211,0.8082497448170661,0.7160960514268339,0.9459516977418576
147,J520,Industrials,2017-Q4,ICB Industry Index Series,60,0.6074897325819861,0.4829926669982116,0.7037826720220851,0.495847597286437,0.1241892319337944
148,J530,Consumer Goods,2017-Q4,ICB Industry Index Series,60,0.8919943415540064,0.8772241634134067,0.9702591299264309,1.0386027032251153,0.1288287753918458
151,J540,Health Care,2017-Q4,ICB Industry Index Series,60,0.7426786194532179,0.6193248213493001,0.9250540977120948,0.7581577445688731,0.0942392371076924
152,J550,Consumer Services,2017-Q4,ICB Industry Index Series,60,1.0512337008457386,0.9564004661715788,1.2328617151844141,1.1376504725766734,0.12505362223420893
154,J560,Telecommunication,2017-Q4,ICB Industry Index Series,60,0.7172928729060569,0.6244333112225777,0.7285534076776502,0.5920346613066232,0.2365876109746716
156,J580,Financials,2017-Q4,ICB Industry Index Series,60,0.7378481741460192,0.5953892129379578,0.8677824869481184,0.5662853247453671,0.1232691434662264
157,J590,Technology,2017-Q4,ICB Industry Index Series,60,0.59884506214865,0.5218912730501767,0.6426868608115153,0.5140169955482812,0.1756151833630282
234,J500,Oil & Gas,2018-Q1,ICB Industry Index Series,60,0.8752690321864068,0.7866013673756325,0.8056994768317449,0.6962662362860084,0.3941588515996862
235,J510,Basic Materials,2018-Q1,ICB Industry Index Series,60,1.3156570285971179,1.148710439369094,0.8088307109985364,0.6936995850088455,0.9434578870796212
236,J520,Industrials,2018-Q1,ICB Industry Index Series,60,0.6666294191559167,0.5343456162160782,0.7182386080517823,0.5096230612322658,0.1543291882560815
237,J530,Consumer Goods,2018-Q1,ICB Industry Index Series,60,0.8838381125104634,0.8649640689086624,0.9266744132659348,0.9933432814919632,0.1401932593594361
240,J540,Health Care,2018-Q1,ICB Industry Index Series,60,0.7475910196342985,0.6210445709389776,0.8768267129312992,0.6982296810842191,0.1089072621511794
241,J550,Consumer Services,2018-Q1,ICB Industry Index Series,60,1.1180806218968968,1.0219360072467412,1.293549448176719,1.1829707447839124,0.1431300303146239
243,J560,Telecommunication,2018-Q1,ICB Industry Index Series,60,0.7658033357223976,0.6447661834078205,0.7633766286637965,0.5916924039351333,0.2406575321526336
245,J580,Financials,2018-Q1,ICB Industry Index Series,60,0.7408818499847184,0.5960237908547701,0.8521455911462879,0.5421966415890003,0.12100218241128201
246,J590,Technology,2018-Q1,ICB Industry Index Series,60,0.8219358754413472,0.6968857449373668,0.8189980674329789,0.6520382720995579,0.2304423983702372
323,J500,Oil & Gas,2018-Q2,ICB Industry Index Series,60,0.8550356307712155,0.8084303493039923,0.7445403667973444,0.6579979611351937,0.4398974754747684
324,J510,Basic Materials,2018-Q2,ICB Industry Index Series,60,1.1936855585127415,1.0584912282553232,0.6791234485950645,0.5940086093754844,0.9336675291909524
325,J520,Industrials,2018-Q2,ICB Industry Index Series,60,0.7189466086082409,0.5889146489767608,0.7553086734012033,0.5388553704667526,0.1125479914498657
326,J530,Consumer Goods,2018-Q2,ICB Industry Index Series,60,0.8644351429320032,0.8701226087118688,0.8708383502456413,0.9559408557613364,0.09042442234570099
329,J540,Health Care,2018-Q2,ICB Industry Index Series,60,0.8590117927062685,0.7412482208818088,0.9156585935909892,0.7387821869818373,0.1171032765984454
330,J550,Consumer Services,2018-Q2,ICB Industry Index Series,60,1.1688143834410014,1.0990377825003579,1.2707413114995059,1.2096413566986879,0.1212112594506073
332,J560,Telecommunication,2018-Q2,ICB Industry Index Series,60,0.7688498429297916,0.6683296389712222,0.7308956891667653,0.5450481457164283,0.2046783163921527
334,J580,Financials,2018-Q2,ICB Industry Index Series,60,0.8509074566961595,0.7134544254798804,0.914590316629173,0.6092337898087581,0.1089835221980737
335,J590,Technology,2018-Q2,ICB Industry Index Series,60,0.7724097716669028,0.6832928449113697,0.7277740764092216,0.5693103608633694,0.1911903534277167
412,J500,Oil & Gas,2018-Q3,ICB Industry Index Series,60,0.8994967802804468,0.8253843360819016,0.7570582182733068,0.6581770263163511,0.4252095661414415
413,J510,Basic Materials,2018-Q3,ICB Industry Index Series,60,1.1285542062633216,0.9909293465918592,0.658346940720098,0.5594657279731856,0.9312329022326452
414,J520,Industrials,2018-Q3,ICB Industry Index Series,60,0.7834957555216336,0.6542760990770035,0.786653573098296,0.5689208306829748,0.12168503125838312
415,J530,Consumer Goods,2018-Q3,ICB Industry Index Series,60,0.9239293241670068,0.9125034866258112,0.9043159336538754,0.960919431309828,0.0943610861116174
418,J540,Health Care,2018-Q3,ICB Industry Index Series,60,1.0486601926697785,0.9191209414461924,1.0861601430806342,0.9258385568001049,0.1523186811001951
419,J550,Consumer Services,2018-Q3,ICB Industry Index Series,60,1.1728963165036717,1.0978274227349951,1.2453741344214653,1.1717243134413504,0.1232478533112199
421,J560,Telecommunication,2018-Q3,ICB Industry Index Series,60,0.7678723061299657,0.6699142235147425,0.6970656000066532,0.4939413381450467,0.1678869318667113
423,J580,Financials,2018-Q3,ICB Industry Index Series,60,0.8553105464834528,0.723852210255678,0.8790141289103515,0.5715465962416633,0.1107141503468991
424,J590,Technology,2018-Q3,ICB Industry Index Series,60,0.7690527227493215,0.6770377836870562,0.6915271004867359,0.5037468289532391,0.1582464429424132
501,J500,Oil & Gas,2018-Q4,ICB Industry Index Series,60,0.8992001964294604,0.8099073036029544,0.7617011703823073,0.6565813620729284,0.4241480246824197
502,J510,Basic Materials,2018-Q4,ICB Industry Index Series,60,1.1722164163733484,1.0271961828128913,0.681079922877593,0.5786836334941118,0.9388411423928824
503,J520,Industrials,2018-Q4,ICB Industry Index Series,60,0.7071648326001838,0.5789841413890825,0.7458492609561036,0.5291529855093288,0.0911135659929454
504,J530,Consumer Goods,2018-Q4,ICB Industry Index Series,60,0.9838858988908435,0.9533615945744078,0.9263560704198852,0.9605424491848088,0.1643562092866848
507,J540,Health Care,2018-Q4,ICB Industry Index Series,60,0.9903133530725138,0.8626543973058632,1.0431427119690018,0.8809917503686406,0.1346101774294238
508,J550,Consumer Services,2018-Q4,ICB Industry Index Series,60,1.1537801281405975,1.0816028294632885,1.2694631831628325,1.1791159494814418,0.1130597175626339
510,J560,Telecommunication,2018-Q4,ICB Industry Index Series,60,0.7105247922220195,0.5968509925484166,0.6536103623516228,0.44161858485971006,0.1526993293528905
512,J580,Financials,2018-Q4,ICB Industry Index Series,60,0.7941896565687271,0.6659157670285472,0.8426272317013632,0.5453795020647816,0.0969734297098749
513,J590,Technology,2018-Q4,ICB Industry Index Series,60,0.7191540216396886,0.6145004773614993,0.6685784632401195,0.4755210352134056,0.1305520913142376
590,J500,Oil & Gas,2019-Q1,ICB Industry Index Series,60,0.8992909037537331,0.7923481571287652,0.7979755355149408,0.6141997002938968,0.3616615682933072
591,J510,Basic Materials,2019-Q1,ICB Industry Index Series,60,1.2374323505400269,1.079907866889117,0.7495546197758803,0.6060466479823053,0.9384298935806012
592,J520,Industrials,2019-Q1,ICB Industry Index Series,60,0.6842192984525092,0.5509273332639049,0.7473835979422262,0.4751369257638792,0.0933217905708089
593,J530,Consumer Goods,2019-Q1,ICB Industry Index Series,60,1.0161006936812793,0.9826311373325608,0.9522345831716068,0.9963785098909216,0.1991883227260761
596,J540,Health Care,2019-Q1,ICB Industry Index Series,60,0.9625598749591624,0.8303736036404976,1.0249647448020758,0.8147521669920477,0.1335187967464592
597,J550,Consumer Services,2019-Q1,ICB Industry Index Series,60,1.1341349223362711,1.0600113175132293,1.293500809941903,1.1570262388314074,0.1020759371141487
599,J560,Telecommunication,2019-Q1,ICB Industry Index Series,60,0.6748422614446689,0.5507037676021497,0.6401012718670959,0.38355683434660903,0.1566069723510517
601,J580,Financials,2019-Q1,ICB Industry Index Series,60,0.7346314993233194,0.6053985312958887,0.8057259521364936,0.4624018871344289,0.0911676293208667
602,J590,Technology,2019-Q1,ICB Industry Index Series,60,0.6905236923111353,0.5713523230425155,0.6727782051795398,0.4320453016018155,0.1216741897798761
678,J500,Oil & Gas,2019-Q2,ICB Industry Index Series,60,0.8704157944822384,0.7741899856759842,0.7663551423671803,0.6105351755587018,0.3515596054282791
679,J510,Basic Materials,2019-Q2,ICB Industry Index Series,60,1.2388882641842762,1.0881942058698069,0.7474867589358091,0.632040747854408,0.9409412468719652
680,J520,Industrials,2019-Q2,ICB Industry Index Series,60,0.6534125270498081,0.5283031076552694,0.7381330136077016,0.4822211223204029,0.07653262055587501
681,J530,Consumer Goods,2019-Q2,ICB Industry Index Series,60,0.9838197897764506,0.9552839535659904,0.911234080673242,0.9442551048389971,0.2181739120852489
684,J540,Health Care,2019-Q2,ICB Industry Index Series,60,0.963078734655238,0.8341656439035405,1.0516131146367258,0.8362544640525087,0.1400599305346011
685,J550,Consumer Services,2019-Q2,ICB Industry Index Series,60,1.1170866549225258,1.0344323787120957,1.2866183810841123,1.1139923032848391,0.1159908092237582
687,J560,Telecommunication,2019-Q2,ICB Industry Index Series,60,0.6767812673569705,0.5617060822533282,0.6371834722629731,0.4163948189522259,0.1626931953163092
689,J580,Financials,2019-Q2,ICB Industry Index Series,60,0.7131686109375878,0.5914822489034676,0.7941235240621173,0.4704912582491898,0.08937670357933698
690,J590,Technology,2019-Q2,ICB Industry Index Series,60,0.7222037972850871,0.6117861929857518,0.7089400268012821,0.5086929756877859,0.1350713390871586
767,J500,Oil & Gas,2019-Q3,ICB Industry Index Series,60,0.8828054688152877,0.7763775648895601,0.7691829210623357,0.6088133187292827,0.3630365388808825
768,J510,Basic Materials,2019-Q3,ICB Industry Index Series,60,1.2114234673435027,1.0642330677541996,0.7479437675293148,0.6280607807177169,0.9347913815882608
769,J520,Industrials,2019-Q3,ICB Industry Index Series,60,0.6661970830500474,0.5383776587565678,0.7439874117834591,0.4782936146219098,0.07454916249543599
770,J530,Consumer Goods,2019-Q3,ICB Industry Index Series,60,0.9870442626440552,0.9511857533344588,0.903291326823063,0.9444240333147916,0.2303337185655069
773,J540,Health Care,2019-Q3,ICB Industry Index Series,60,0.9846389741494196,0.8527683101791012,1.0570405306740929,0.8356614431232317,0.1587081799270216
774,J550,Consumer Services,2019-Q3,ICB Industry Index Series,60,1.1110090730760225,1.029421534139488,1.2967037409749524,1.1170952629646784,0.1046704473332198
776,J560,Telecommunication,2019-Q3,ICB Industry Index Series,60,0.7092940434125237,0.5877195640124465,0.645810364666955,0.4299972989948929,0.1827696858863157
778,J580,Financials,2019-Q3,ICB Industry Index Series,60,0.7431052146994976,0.6173763147984125,0.8117949813853894,0.4720640729851292,0.0978133468167552
779,J590,Technology,2019-Q3,ICB Industry Index Series,60,0.7304876177745926,0.6129964888111901,0.7093486116661565,0.5171084354434601,0.1279304825407512
855,J500,Oil & Gas,2019-Q4,ICB Industry Index Series,60,0.8738453137012326,0.7749167597715412,0.8156678471991373,0.6273691443172303,0.329766302243841
856,J510,Basic Materials,2019-Q4,ICB Industry Index Series,60,1.2463010276671915,1.087060494320807,0.8317426067570601,0.675512388866494,0.9406715335801118
857,J520,Industrials,2019-Q4,ICB Industry Index Series,60,0.6658291755461013,0.5439971136724879,0.7557486217953233,0.47788498572374,0.1061054331507112
858,J530,Consumer Goods,2019-Q4,ICB Industry Index Series,60,0.9803548643119192,0.9509661251046956,0.9237969557028296,0.9454478265064499,0.2539638139596997
861,J540,Health Care,2019-Q4,ICB Industry Index Series,60,0.9753290012899412,0.8501191016839694,1.005864970140725,0.7773975897492987,0.2328649852032453
862,J550,Consumer Services,2019-Q4,ICB Industry Index Series,60,1.1074380749739934,1.0339620321730367,1.2731103707929452,1.0876910915520637,0.1578475017908082
864,J560,Telecommunication,2019-Q4,ICB Industry Index Series,60,0.6824335987521556,0.5677059999580442,0.6771621866349263,0.4367437026169738,0.1775303267971349
866,J580,Financials,2019-Q4,ICB Industry Index Series,60,0.7307434144357703,0.614716520352121,0.7974708855617251,0.4537807364640552,0.1376662665373565
867,J590,Technology,2019-Q4,ICB Industry Index Series,60,0.7203114070943099,0.6176281734154007,0.7207971815879541,0.5209997971571997,0.1685052225828013
935,J500,Oil & Gas,2020-Q1,ICB Industry Index Series,60,0.8481142514582014,0.7914346691045406,0.8562918711366659,0.6891467162566696,0.3397212248140443
936,J510,Basic Materials,2020-Q1,ICB Industry Index Series,60,1.248569106493982,1.1372079801964434,0.91549815854289,0.7364576064760556,0.9404042900661772
937,J520,Industrials,2020-Q1,ICB Industry Index Series,60,0.9289581439855898,0.8012042716701507,1.0167586012596264,0.6408545178696684,0.2603784036260126
938,J530,Consumer Goods,2020-Q1,ICB Industry Index Series,60,0.8733260489136013,0.8971226832005429,0.8682980037190686,0.9514645885406724,0.2607839076797366
941,J540,Health Care,2020-Q1,ICB Industry Index Series,60,0.9718644588809102,0.8927818420672734,1.0295789392971502,0.8207346350864742,0.2908131287520807
942,J550,Consumer Services,2020-Q1,ICB Industry Index Series,60,1.1645191502727832,1.1357197292582175,1.2991262270741046,1.1281186979124007,0.2746875245532369
944,J560,Telecommunication,2020-Q1,ICB Industry Index Series,60,0.7725190871223309,0.6741738709352059,0.8135215424603979,0.5576390597315373,0.2663240590461197
946,J580,Financials,2020-Q1,ICB Industry Index Series,60,1.004185489038555,0.8763906290027212,1.0664586345037377,0.6052199459502525,0.2997126048137526
947,J590,Technology,2020-Q1,ICB Industry Index Series,60,0.4656883511623011,0.4474252006627771,0.5204466067280876,0.5203732568439445,0.1346919703125493
1008,J500,Oil & Gas,2020-Q2,ICB Industry Index Series,60,0.5407674142561004,0.5040255458907282,0.5332666411982185,0.474918053402519,0.3556257425708305
1009,J510,Basic Materials,2020-Q2,ICB Industry Index Series,60,1.3087323414989804,1.2121659306357704,1.0044744495054352,0.8259418426801292,0.94980351056575
1010,J520,Industrials,2020-Q2,ICB Industry Index Series,60,0.8246462546059374,0.7178037614106278,0.9388208881051208,0.5983398369030742,0.2675020093943689
1011,J530,Consumer Goods,2020-Q2,ICB Industry Index Series,60,0.8473327123466645,0.8720115752598475,0.8814583319506896,0.9692566580265276,0.2858827799986904
1014,J540,Health Care,2020-Q2,ICB Industry Index Series,60,0.9159773243217664,0.8509987185314221,0.9915999434491912,0.8053951191914707,0.3267664216322292
1015,J550,Consumer Services,2020-Q2,ICB Industry Index Series,60,1.0134131091167404,0.9886965031379676,1.206045182506872,1.065877864699081,0.2633356370089805
1017,J560,Telecommunication,2020-Q2,ICB Industry Index Series,60,0.6042794521089876,0.5170934650287893,0.6565355258392527,0.43776122330823,0.2441621029273567
1019,J580,Financials,2020-Q2,ICB Industry Index Series,60,0.940161776977078,0.8311573744598902,1.0452963939410882,0.6133891877229618,0.3150584927363693
1020,J590,Technology,2020-Q2,ICB Industry Index Series,60,0.5530534809578137,0.5332626402912576,0.5992694065417952,0.6109706272132089,0.2269493176451693
0,J055,Oil & Gas Producers,2017-Q3,ICB Sector Index Series,60,0.8649490713887029,0.8063224340188777,0.8533768377279789,0.7549170861217042,0.160083063442048
1,J135,Chemicals,2017-Q3,ICB Sector Index Series,60,1.0030135298366267,0.9001101029555767,0.9306117551011563,0.8463868603097378,0.3663986169334826
9,J173,Forestry & Paper,2017-Q3,ICB Sector Index Series,60,1.0665339660523612,1.0034874505933191,1.029523062008583,0.9600909178687012,0.2692350868970106
10,J175,Industrial Metals & Mining,2017-Q3,ICB Sector Index Series,60,0.9526027944892222,0.7940728912033845,0.7501149107658259,0.6267498866652591,1.1134293263245847
11,J177,Mining,2017-Q3,ICB Sector Index Series,60,1.3239398677280692,1.1224526737303977,0.7762744610859295,0.6629640050164399,1.151865354898876
23,J235,Construction & Materials,2017-Q3,ICB Sector Index Series,60,0.5491387203928756,0.4345739793893127,0.5178158280052029,0.3864393563175226,0.2468465725293552
35,J272,General Industrials,2017-Q3,ICB Sector Index Series,60,0.7011774725008342,0.5687134282473584,0.8495448196852351,0.6744142668603181,0.0858374313537577
36,J273,Electronic & Electrical Equipment,2017-Q3,ICB Sector Index Series,60,0.4944272709203804,0.3984523804759509,0.4464554746658119,0.3248816458437437,0.2065291516833284
37,J275,Industrial Engineering,2017-Q3,ICB Sector Index Series,60,0.5266865528482456,0.4096206916580321,0.5494103126257417,0.3591832138128361,0.1683959345524673
38,J277,Industrial Transportation,2017-Q3,ICB Sector Index Series,60,0.8092489164472225,0.6335801671050646,0.7848139983605127,0.5825498054222933,0.2944016922820796
39,J279,Support Services,2017-Q3,ICB Sector Index Series,60,0.4042343247823984,0.3503715310451665,0.5142192170986002,0.4036274241759605,0.0385198903483563
46,J335,Automobiles & Parts,2017-Q3,ICB Sector Index Series,60,0.8552543670425187,0.7409104214524525,0.7558694341869965,0.6228039270554486,0.3997492548655985
47,J353,Beverages,2017-Q3,ICB Sector Index Series,60,0.7649358436156274,0.7498117177561815,0.9132594813462692,0.9258337916724472,-0.0273534448215248
48,J357,Food Producers,2017-Q3,ICB Sector Index Series,60,0.5899720532344379,0.44612188644991496,0.6412133073492121,0.4984329214150978,0.1508966752098901
49,J372,Household Goods & Home Construction,2017-Q3,ICB Sector Index Series,60,0.8924934629296997,0.7885137009652923,0.9585515194013062,0.8180377580534797,0.1253263227808968
50,J376,Personal Goods,2017-Q3,ICB Sector Index Series,60,1.2290975620969316,1.1734681299010832,1.1287940947441018,1.1742483935840444,0.3657180788023323
51,J378,Tobacco,2017-Q3,ICB Sector Index Series,60,0.7766971629229101,0.758952172884581,0.8827879063095532,0.9055095921874828,0.0555097069490732
54,J453,Health Care Equipment & Services,2017-Q3,ICB Sector Index Series,60,0.8699727823785169,0.7278103571362621,1.0445123543679726,0.8797493455220893,0.1029167241792711
55,J457,Pharmaceuticals & Biotechnology,2017-Q3,ICB Sector Index Series,60,0.7562324058612453,0.6178800866870525,0.8541794977555843,0.7017877145754527,0.1338598744223497
60,J533,Food & Drug Retailers,2017-Q3,ICB Sector Index Series,60,0.5881214434661848,0.4404749978668276,0.7399205561910853,0.5513259013842964,0.042637709213875004
61,J537,General Retailers,2017-Q3,ICB Sector Index Series,60,1.1155764071514738,0.9631867260027503,1.1262516239597722,0.9747571073676248,0.2161214284067212
64,J555,Media,2017-Q3,ICB Sector Index Series,60,1.2022450935568263,1.161475351433355,1.2544837520783512,1.3000322044093258,0.1899000922165212
66,J575,Travel & Leisure,2017-Q3,ICB Sector Index Series,60,0.5097373432512375,0.4088084913946156,0.5841727401013698,0.4539016196483371,0.0982259811153282
69,J653,Fixed Line Telecommunications,2017-Q3,ICB Sector Index Series,60,1.0441550373161401,0.9203387245404688,0.9178635126121504,0.801719768941063,0.3993098651930873
70,J657,Mobile Telecommunications,2017-Q3,ICB Sector Index Series,60,0.7826346572811631,0.6617163539140417,0.7874428455014213,0.6613373966660107,0.24503882519504036
71,J835,Banks,2017-Q3,ICB Sector Index Series,60,1.1183243451280729,0.9702744885648302,1.1058678631999241,0.9301146935962428,0.264564137517519
72,J853,Non-life Insurance,2017-Q3,ICB Sector Index Series,60,0.6103407203720206,0.4594237266643749,0.6298610965049845,0.4477259796229194,0.1869996599917663
73,J857,Life Insurance,2017-Q3,ICB Sector Index Series,60,1.0668990927502189,0.8950781049942037,1.1913300181024573,0.9219395920050482,0.1875693284281191
74,J863,Real Estate Investment & Services,2017-Q3,ICB Sector Index Series,60,0.2636868010551066,0.2297919870797814,0.4789816289632507,0.3707581402494202,-0.0983747568172458
75,J867,Real Estate Investment Trusts,2017-Q3,ICB Sector Index Series,60,0.5023652695054653,0.3849340051954563,0.6574639449920586,0.4747043803246972,0.040327310146032996
76,J877,General Financial,2017-Q3,ICB Sector Index Series,60,0.8504265796279049,0.7277722598016866,0.9430973685755354,0.7314217585294932,0.1456105299063627
77,J898,Equity Investment Instruments,2017-Q3,ICB Sector Index Series,60,0.770908736843222,0.7080172313390154,0.8853278010299744,0.8261326845397685,0.1118443845920276
78,J953,Software & Computer Services,2017-Q3,ICB Sector Index Series,60,0.5810002492008122,0.4763181537067872,0.6317197272909141,0.4554844443522226,0.1506206622612093
79,J957,Technology Hardware & Equipment,2017-Q3,ICB Sector Index Series,60,0.5151686853078654,0.46295384414056207,0.5776858558134644,0.5046618745405623,0.0854308719341259
89,J055,Oil & Gas Producers,2017-Q4,ICB Sector Index Series,60,0.8343149727907775,0.8089726103910434,0.8336193012241813,0.7571424229264591,0.1652488104650293
90,J135,Chemicals,2017-Q4,ICB Sector Index Series,60,1.0482219228872067,0.9458902997788524,0.9620772447033944,0.8693799084204143,0.3907158984407342
98,J173,Forestry & Paper,2017-Q4,ICB Sector Index Series,60,0.9911699503661044,0.9404107455215172,0.9794237402364554,0.9042807504678652,0.2460785274504304
99,J175,Industrial Metals & Mining,2017-Q4,ICB Sector Index Series,60,0.9546512036418312,0.8131958666954202,0.7410662296619485,0.6424184149051378,1.1413270982968486
100,J177,Mining,2017-Q4,ICB Sector Index Series,60,1.3428591700373445,1.125019958479912,0.7689544517359941,0.6718360486190911,1.1523650995639196
112,J235,Construction & Materials,2017-Q4,ICB Sector Index Series,60,0.5088906186463128,0.4293526351124644,0.4864102349023352,0.3824215862411243,0.2476596566849436
124,J272,General Industrials,2017-Q4,ICB Sector Index Series,60,0.6687338799136335,0.5464006350013132,0.8234081016729878,0.6046112268932655,0.0836316093904417
125,J273,Electronic & Electrical Equipment,2017-Q4,ICB Sector Index Series,60,0.4351667751040253,0.3589493240813306,0.402536741592086,0.2846589044135318,0.1949890827828116
126,J275,Industrial Engineering,2017-Q4,ICB Sector Index Series,60,0.5264224703508216,0.4433000196892379,0.5409850581393223,0.382206561315339,0.1936775824993506
127,J277,Industrial Transportation,2017-Q4,ICB Sector Index Series,60,0.7845370542206117,0.6171429338126126,0.7785457376382883,0.5388782779625565,0.2875980007574057
128,J279,Support Services,2017-Q4,ICB Sector Index Series,60,0.3522429326779319,0.3337217510563747,0.4974135131704514,0.3890651752459807,0.0201928027513186
135,J335,Automobiles & Parts,2017-Q4,ICB Sector Index Series,60,0.7945156741876664,0.6974141588259893,0.7142395963774839,0.5624603928188949,0.38285050319870206
136,J353,Beverages,2017-Q4,ICB Sector Index Series,60,0.7126587536948552,0.7117134709407422,0.8596154584427386,0.8151155530230413,-0.022484668360601003
137,J357,Food Producers,2017-Q4,ICB Sector Index Series,60,0.5473633657278703,0.4209005048903026,0.5997488079498132,0.4204220616412667,0.1505743455351493
138,J372,Household Goods & Home Construction,2017-Q4,ICB Sector Index Series,60,0.9409623192818158,0.8807396129424494,0.9518640121084472,0.9750163578092936,0.20133177705953895
139,J376,Personal Goods,2017-Q4,ICB Sector Index Series,60,1.1898336757989247,1.1353516835169657,1.0645548109313168,1.100131644022316,0.3749784399840374
140,J378,Tobacco,2017-Q4,ICB Sector Index Series,60,0.8072432593919151,0.7982386248360057,0.906151044130404,0.9315033831636524,0.0809719353441489
143,J453,Health Care Equipment & Services,2017-Q4,ICB Sector Index Series,60,0.7992782338988784,0.6724647066395418,0.9880461402032168,0.7895882719531182,0.089387826293089
144,J457,Pharmaceuticals & Biotechnology,2017-Q4,ICB Sector Index Series,60,0.7177322724608631,0.6095359442201448,0.8420816675103033,0.7217133894895247,0.1233525202101735
149,J533,Food & Drug Retailers,2017-Q4,ICB Sector Index Series,60,0.5188663424325548,0.4026017676032016,0.6851285980908784,0.4874705749745226,0.0319035797620897
150,J537,General Retailers,2017-Q4,ICB Sector Index Series,60,1.069757583083682,0.9223339513925978,1.0876705326999492,0.908237966669342,0.2039701844125793
153,J555,Media,2017-Q4,ICB Sector Index Series,60,1.2932035757665763,1.237346169080077,1.3686101728517686,1.4281977720442638,0.2117801697604876
155,J575,Travel & Leisure,2017-Q4,ICB Sector Index Series,60,0.4149604838464538,0.3356649567207542,0.5109582740324305,0.333743044034848,0.074476714139729
158,J653,Fixed Line Telecommunications,2017-Q4,ICB Sector Index Series,60,0.9878709558444688,0.8836625116013244,0.8956056823322186,0.7968579897814304,0.3651807508166972
159,J657,Mobile Telecommunications,2017-Q4,ICB Sector Index Series,60,0.7084273244780765,0.6167347625844766,0.7216523038814936,0.5852597603885056,0.2354608809440896
160,J835,Banks,2017-Q4,ICB Sector Index Series,60,1.0892235645062118,0.9431277672193372,1.0831651164265197,0.8859731912719566,0.2579086481240799
161,J853,Non-life Insurance,2017-Q4,ICB Sector Index Series,60,0.5560299509831795,0.4356534317761218,0.5952424568816007,0.4153524277381074,0.1750080111428394
162,J857,Life Insurance,2017-Q4,ICB Sector Index Series,60,1.0252248082763726,0.8554172327188004,1.1530249034531308,0.8245716025949636,0.1821207469122007
163,J863,Real Estate Investment & Services,2017-Q4,ICB Sector Index Series,60,0.2687304279511733,0.2586872108989037,0.4765521878350032,0.3699959146215959,-0.0799015264089774
164,J867,Real Estate Investment Trusts,2017-Q4,ICB Sector Index Series,60,0.4584508893657952,0.3514153977015639,0.6000317953155748,0.3807227552037654,0.0451281207030794
165,J877,General Financial,2017-Q4,ICB Sector Index Series,60,0.8133524324564356,0.7060679025961406,0.9029983226715441,0.6803897256379949,0.1459507686624213
166,J898,Equity Investment Instruments,2017-Q4,ICB Sector Index Series,60,0.7914064947024291,0.7351906286344617,0.9070015158100384,0.8479084225715129,0.126703740604772
167,J953,Software & Computer Services,2017-Q4,ICB Sector Index Series,60,0.6151557403273349,0.5344486673258774,0.6564160454022883,0.5237909788888334,0.1810179434124697
168,J957,Technology Hardware & Equipment,2017-Q4,ICB Sector Index Series,60,0.460933189818359,0.4549430653051605,0.5348271982039461,0.4806468479807566,0.0870229115250505
178,J055,Oil & Gas Producers,2018-Q1,ICB Sector Index Series,60,0.8534783541838187,0.7869423050456639,0.8233242856003262,0.6948106187807808,0.1671799897371698
179,J135,Chemicals,2018-Q1,ICB Sector Index Series,60,1.043941650926862,0.9487710055110364,0.92850788050249,0.8231317478062182,0.4098367546521145
187,J173,Forestry & Paper,2018-Q1,ICB Sector Index Series,60,0.9590313682295946,0.9084656157672006,0.9221745761213116,0.835915786149103,0.2515191771251868
188,J175,Industrial Metals & Mining,2018-Q1,ICB Sector Index Series,60,0.9873305297831724,0.8227785198807909,0.7823955382208819,0.6197093915106661,1.119079793064691
189,J177,Mining,2018-Q1,ICB Sector Index Series,60,1.2884745635485322,1.102882001633686,0.7813521574450357,0.6506837812334036,1.1543450796711512
201,J235,Construction & Materials,2018-Q1,ICB Sector Index Series,60,0.5713331549693044,0.44952827163806997,0.5176022796018698,0.3554577293111878,0.2619942429231074
213,J272,General Industrials,2018-Q1,ICB Sector Index Series,60,0.727372316578055,0.5958814597067202,0.8272674894487362,0.6039548947850746,0.1158969383145572
